,time,x_est,y_est,rot_est,x_gt,y_gt,rot_gt
0,1660852663.5000138,0.10577797679922156,0.04529536303944043,0.0,0.08572200211704879,0.048575902269497526,3.801385273898606e-05
1,1660852663.6958587,0.10577797679922156,0.04529536303944043,3.801385273898606e-05,0.0857233904073038,0.04857689023870725,0.0017882849987874562
2,1660852663.8999314,0.10577797679922156,0.04529536303944043,0.0017882849987874562,0.0857249523777994,0.04857989331988343,0.0011410852586842973
3,1660852664.0977519,0.11577797679922155,0.04529536303944043,0.0011410852586842973,0.08572389599043641,0.04858551760647032,-0.0057927371401679285
4,1660852664.2988305,0.10577797679922156,0.04529536303944043,-0.0057927371401679285,0.08571612925894043,0.04860567685393472,-0.02197952141293881
5,1660852664.4959662,0.10577797679922156,0.04529536303944043,-0.02197952141293881,0.08570372865558666,0.0486526419403001,-0.03657980900263056
6,1660852664.697322,0.10577797679922156,0.04529536303944043,-0.03657980900263056,0.08569214666509106,0.0487204946031487,-0.043679186608344134
7,1660852664.8959708,0.10577797679922156,0.04529536303944043,-0.043679186608344134,0.08567964890957763,0.048797446167967065,-0.03960440550758274
8,1660852665.095718,0.10577797679922156,0.035295363039440426,-0.03960440550758274,0.08566277349024035,0.04887363945377539,-0.02648212070946907
9,1660852665.2954764,0.10577797679922156,0.035295363039440426,-0.02648212070946907,0.08564326433749299,0.04894822283491051,-0.008710016629344798
10,1660852665.495831,0.09577797679922156,0.025295363039440424,-0.008710016629344798,0.08562871554480701,0.04902572401913734,0.00632104108474382
11,1660852665.6959243,0.09577797679922156,0.025295363039440424,0.00632104108474382,0.08562729114763058,0.04911383907970384,0.02106843457136158
12,1660852665.895969,0.09577797679922156,0.015295363039440426,0.02106843457136158,0.0856316113683445,0.04920978782789427,0.03470376978074882
13,1660852666.095653,0.09577797679922156,0.005295363039440426,0.03470376978074882,0.0856369053070893,0.04930836850416751,0.0446107620377723
14,1660852666.2964485,0.09577797679922156,-0.0047046369605595745,0.0446107620377723,0.08563636206639895,0.0494013875012677,0.043063355791396564
15,1660852666.4955974,0.09577797679922156,-0.0047046369605595745,0.043063355791396564,0.08563065180064099,0.049489096524938374,0.03335023388418085
16,1660852666.6981053,0.09577797679922156,-0.014704636960559575,0.03335023388418085,0.08562192990353747,0.049574426256707785,0.01838729202088987
17,1660852666.895914,0.08577797679922157,-0.024704636960559575,0.01838729202088987,0.08561919926827714,0.04966861957031566,0.006883924509502003
18,1660852667.0958421,0.08577797679922157,-0.024704636960559575,0.006883924509502003,0.08561913386149357,0.049770805134922075,-0.008994049784233543
19,1660852667.2959807,0.08577797679922157,-0.03470463696055957,-0.008994049784233543,0.08561922111304897,0.04987772863486649,-0.029842389393885217
20,1660852667.4962919,0.08577797679922157,-0.044704636960559575,-0.029842389393885217,0.08561508126743389,0.04998187390859082,-0.05691413696241904
21,1660852667.6960697,0.08577797679922157,-0.05470463696055958,-0.05691413696241904,0.08560555909822291,0.050081947980557456,-0.08567257464084657
22,1660852667.8963292,0.07577797679922157,-0.05470463696055958,-0.08567257464084657,0.08559022084026408,0.05017857756753432,-0.11437610959268733
23,1660852668.0961277,0.07577797679922157,-0.06470463696055957,-0.11437610959268733,0.08557372805693975,0.05028046888123734,-0.13695164169932514
24,1660852668.2960625,0.07577797679922157,-0.07470463696055957,-0.13695164169932514,0.08555785183059211,0.05038877756664549,-0.15667732378011381
25,1660852668.495899,0.07577797679922157,-0.07470463696055957,-0.15667732378011381,0.08554091464111034,0.05050162690963109,-0.1764664236544469
26,1660852668.6957092,0.06577797679922158,-0.08470463696055956,-0.1764664236544469,0.0855188052742295,0.05061196654505057,-0.19948581606108237
27,1660852668.8957386,0.06577797679922158,-0.09470463696055956,-0.19948581606108237,0.08548787775123229,0.05071510279723711,-0.22501121699613746
28,1660852669.0962393,0.06577797679922158,-0.10470463696055955,-0.22501121699613746,0.08544844111322282,0.05081196556343958,-0.24778038369972527
