,time,x_est,y_est,rot_est,x_gt,y_gt,rot_gt
0,1660851884.8785334,0.10573226273763642,0.04541640498274429,0.0,0.10669215448628039,0.040276059904956266,0.0004560319297466554
1,1660851885.0791965,0.10573226273763642,0.04541640498274429,0.0004560319297466554,0.10669170033702163,0.04028455839010201,0.025229955573400003
2,1660851885.286122,0.10573226273763642,0.04541640498274429,0.025229955573400003,0.10668947229760783,0.04031450391104386,0.0705217580319927
3,1660851885.4895518,0.10573226273763642,0.04541640498274429,0.0705217580319927,0.10668808115318024,0.040398865460765786,0.1142232703788319
4,1660851885.6798034,0.10573226273763642,0.04541640498274429,0.1142232703788319,0.10668665758906608,0.040513467846127256,0.11182187946202965
5,1660851885.878286,0.10573226273763642,0.03541640498274429,0.11182187946202965,0.10668493873274597,0.040642058398139495,0.11466332977054794
6,1660851886.0786955,0.10573226273763642,0.02541640498274429,0.11466332977054794,0.1066884780857671,0.04078404297243262,0.11445427325065814
7,1660851886.278882,0.10573226273763642,0.02541640498274429,0.11445427325065814,0.1066929800907259,0.04092882168467369,0.09261885432456629
8,1660851886.4795694,0.10573226273763642,0.015416404982744289,0.09261885432456629,0.10670535785909191,0.04108697795804316,0.11405679347030277
9,1660851886.681799,0.10573226273763642,0.005416404982744288,0.11405679347030277,0.1067248638796175,0.041257521237151804,0.1138576762461381
10,1660851886.8788726,0.10573226273763642,0.005416404982744288,0.1138576762461381,0.10672091689118308,0.04141025939842294,0.07167520964687082
11,1660851887.0785692,0.10573226273763642,-0.014583595017255709,0.07167520964687082,0.10669529500550132,0.04155257686589533,0.1061128942024051
12,1660851887.2785823,0.10573226273763642,-0.024583595017255707,0.1061128942024051,0.10667617689923338,0.041695587397419596,0.11872921456606912
13,1660851887.4791558,0.10573226273763642,-0.034583595017255706,0.11872921456606912,0.10665224687943174,0.04183376675322467,0.06836099198370045
14,1660851887.6780138,0.10573226273763642,-0.04458359501725571,0.06836099198370045,0.10662302867073613,0.04197973473377147,0.07220834529780132
15,1660851887.8789442,0.09573226273763642,-0.054583595017255716,0.07220834529780132,0.10661675424744757,0.04213078666411208,0.08988807212882165
16,1660851888.0789006,0.09573226273763642,-0.06458359501725572,0.08988807212882165,0.10662110230653819,0.0422801725456584,0.05261952689119953
17,1660851888.2791667,0.09573226273763642,-0.07458359501725571,0.05261952689119953,0.1066231146837896,0.042444500187737925,0.03950224456795377
18,1660851888.478584,0.09573226273763642,-0.08458359501725571,0.03950224456795377,0.10661755132587754,0.042611996001619544,0.018202817508244488
19,1660851888.6787262,0.09573226273763642,-0.0945835950172557,0.018202817508244488,0.10658562988599277,0.04275745565320802,-0.011078923803996598
20,1660851888.878555,0.09573226273763642,-0.1045835950172557,-0.011078923803996598,0.10654675030138859,0.04289294843576756,0.02783638295728852
21,1660851889.078422,0.08573226273763643,-0.1145835950172557,0.02783638295728852,0.10652182839010368,0.04303070839998823,0.0189583423002853
22,1660851889.278393,0.08573226273763643,-0.12458359501725569,0.0189583423002853,0.10648638325911261,0.04316274879994839,-0.03311967378349988
23,1660851889.478373,0.08573226273763643,-0.1345835950172557,-0.03311967378349988,0.10643926445446177,0.043307063383184345,-0.027105131843282414
24,1660851889.6801107,0.07573226273763643,-0.1345835950172557,-0.027105131843282414,0.10640848224215045,0.04345444672950081,-0.029995107335704287
25,1660851889.878429,0.09317161664902833,-0.1464190997320574,0.01914966183986255,0.10639653329985901,0.043605664810671206,-0.07092980498843048
26,1660851890.0789282,0.09366286653991161,-0.1564070261206882,-0.021785035812863632,0.10638141466759254,0.04377230472256399,-0.07830927002412004
27,1660851890.279415,0.09415411643079491,-0.16639495250931902,-0.029164500848553203,0.10634724392519658,0.04392941844935801,-0.10034553077234355
28,1660851890.4795806,0.08465743993304742,-0.17687412878883307,-0.05120076159677671,0.10628565158964012,0.04406265707393508,-0.12009372147219048
29,1660851890.6787326,0.0851486898239307,-0.18686205517746385,-0.07094895229662365,0.10622124680915108,0.044191228337664194,-0.08990572910150403
30,1660851890.8786902,0.0756520133261832,-0.1973412314569779,-0.040760959925937174,0.10617605935609027,0.04432254940381761,-0.11314910868568753
31,1660851891.0789297,0.0756520133261832,-0.1973412314569779,-0.06400433951012069,0.10612030800042009,0.04444828611354759,-0.1628581798681824
32,1660851891.2792742,0.08659806384691786,-0.19120688160713623,-0.07021167696802313,0.10605265890946323,0.044583481625975974,-0.15559889946707578
33,1660851891.4854188,0.07664095003056522,-0.19213202183877645,-0.0629523965669165,0.10600267369487901,0.04472286757470098,-0.17789373514043058
34,1660851891.6800368,0.07756609026220546,-0.2020891356551291,-0.08524723224027127,0.10596088140625763,0.04487006517758444,-0.22027489641611686
35,1660851891.8847866,0.06853411667749304,-0.212971389703122,-0.12762839351595748,0.10590709323415344,0.04503180762672903,-0.23001077989199029
36,1660851892.0841732,0.06806546836658903,-0.22305800388262095,-0.13736427699183099,0.10584332122268955,0.04517605169288256,-0.2468134955069758
37,1660851892.2875514,0.06759625172354261,-0.23314467086727403,-0.1541669926068165,0.10577797679922156,0.04529536303944043,-0.29565237747788675
38,1660851892.4787295,0.057166296944414184,-0.24415681482813564,-0.2030058745777274,0.10573226273763642,0.04541640498274429,-0.30767825649295927
39,1660851892.6899738,0.046726918243961454,-0.25516983438898727,-0.21503175359279997,0.10572840623578711,0.045524055282829316,-0.41842136749224795
40,1660851892.895343,0.04535002827076105,-0.25529776466398907,-0.3257748645920886,0.10570191243091966,0.04563043584710132,-0.5152322772093132
41,1660851893.0861995,0.044878706164135404,-0.2653846272725046,-0.42258577430915384,0.10566194177678173,0.04574997507532304,-0.5161745439221701
42,1660851893.2792234,0.048425003331627345,-0.3118172538378472,-0.42577162619283565,0.10564813766726447,0.045861452468821555,-0.5620179983244105
43,1660851893.4789357,0.04821523025048688,-0.3219416736052576,-0.47223275606048687,0.10561090964618262,0.04599346346891657,-0.621030397547834
44,1660851893.6874394,0.03775854356085041,-0.3329235035244792,-0.5312451552839104,0.10554485142231751,0.0461241312469229,-0.6586685420099625
45,1660851893.8851104,0.027301441316831467,-0.34390537085493456,-0.5688832997460391,0.10549785187689485,0.04623062033679341,-0.7054677920586909
46,1660851894.0783703,0.026803184874390637,-0.3539906703123201,-0.6156825497947673,0.10546174165843984,0.04635186122251642,-0.7002038685834348
47,1660851894.2790542,0.01634603774589698,-0.36497254168360316,-0.6104186263195114,0.10541185729260186,0.04647366170264499,-0.7011308777873707
48,1660851894.4789515,0.014951985765852471,-0.3650980444018498,-0.6113456355234472,0.10536700700191845,0.04658299405816306,-0.7659159753665767
49,1660851894.6819966,0.004494276821498425,-0.37607996635189067,-0.6761307331026529,0.10531280384352958,0.04670972482052505,-0.7759559310482079
