X0,Y0,Theta0,X1,Y1,Theta1,X2,Y2,Theta2,X3,Y3,Theta3,X4,Y4,Theta4,X5,Y5,Theta5,X6,Y6,Theta6,X7,Y7,Theta7,X8,Y8,Theta8,X9,Y9,Theta9,X10,Y10,Theta10,X11,Y11,Theta11,X12,Y12,Theta12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.847206997465612,-30.302888518871654,-107.31496878405535,-5.4870278638944825,-25.04114626730628,126.59072320127912,-11.111838357576659,-11.30088999718413,-167.42047447564588,-11.863680217027628,1.9725896732227195,89.96100464616376,-6.917658187327163,13.500783448760622,135.95595636805606,4.50733378196044,20.134411671295744,12.337470374540048,19.168700159508745,19.620292176572313,75.8628906474998,31.040691702982926,13.355955136928714,-58.08728019584964,37.088570344403664,1.28179059849011,14.427926264096065,37.33058931403467,-11.371994959641016,-94.87327299871627,32.5029736500086,-24.258209070682057,-42.714793733502134,20.10474711620182,-30.70469944451864,-154.9046114409052,-152.0324796441459,63.03934139686136,0.5185462898337093
5.912337004236406,-30.352252814392067,-107.25608587847853,-5.505066707079102,-25.027315549820905,126.6703093615525,-11.115777362950297,-11.298117714206176,-167.49576980604547,-11.854560098649138,1.9693957432246663,89.96440115972412,-6.932819850005437,13.49828063227312,135.9948418212198,4.471438311016229,20.12581349400763,12.390029386800848,19.224154080895943,19.624747650403087,75.89783612932095,30.96319292108268,13.35390093273169,-57.86367879578501,37.08071177796745,1.2801600319517252,14.412577996261035,37.35598059805535,-11.37947334058372,-94.93903570275053,32.578134944769175,-24.29065815824397,-42.68474051448319,20.20099159979432,-30.76239410251616,-154.87320777765592,-152.3158761041729,63.19053327918904,0.4971021612720493
5.928065636468702,-30.362017716948174,-107.23983402987162,-5.480141163384751,-25.048533785251443,126.71179911592687,-11.130493640312451,-11.289844327489797,-167.55608232483115,-11.846207708720506,1.9688137154089294,90.0215307728907,-6.966071870591442,13.500125842755722,135.9629772687989,4.470416603118714,20.12673679739723,12.384371558443208,19.282471897447934,19.632699754692123,75.87952972762074,30.972488313567666,13.354740873920045,-57.97341264243636,37.094289770227434,1.2814558011163335,14.392306503063802,37.39178205650006,-11.386136026575839,-94.92485208755558,32.520696311079746,-24.262373241304175,-42.73867112919875,20.108217660809856,-30.705571072513713,-154.89699039380807,-152.1299280666845,63.094966668511574,0.48036686718222005
5.852823143900537,-30.30200434618431,-107.2879218856737,-5.4599623009630776,-25.06414559187496,126.80061518508049,-11.1206564046595,-11.293062665244028,-167.45328600504877,-11.68504404299481,1.9274571939298522,89.64518066313491,-6.912508546861602,13.506895747766716,135.95002593611216,4.478463303613296,20.134051164166817,12.38340809472557,19.248370454681975,19.63563453873323,75.85225186124173,30.935999028351105,13.359686084734356,-58.02364514782802,37.12604154153928,1.2836890526973193,14.342338237856998,37.36198232072685,-11.373640831045448,-94.94220684954861,32.61862081375348,-24.303171565821103,-42.728521494942925,20.00738357146723,-30.645219973595616,-154.79665033331108,-152.06208960944014,63.04890908460564,0.5393324370773875
5.759324759531488,-30.233206916824955,-107.04983192566584,-5.44499235199293,-25.07007796604097,126.55070014008477,-11.108779751633115,-11.29426606526974,-167.5033553561914,-11.754648467580026,1.945409505330371,89.96200060245278,-6.949375907139434,13.50785738506585,135.99047533706315,4.484532724912313,20.13608392344623,12.364792409115134,19.244630732174883,19.63745751256303,75.84815200262685,30.98289425844827,13.363415348562114,-57.99597835752744,37.07916856527852,1.290274574153658,14.43153927044467,37.26899315617156,-11.347690680200552,-94.88602156753541,32.556604953224735,-24.270676036352484,-42.735382450951,20.046072663044882,-30.664754510422313,-154.86110266336703,-151.93789966638332,62.98339757974214,0.5853642241680975
5.861696577191552,-30.309835450241884,-107.23113884763849,-5.461203776523476,-25.06282889703882,126.6963569756639,-11.09284525618775,-11.306514804874103,-167.47961498862662,-11.815396735831342,1.953743945951409,89.80935482902686,-6.893830797280081,13.509313358587764,135.95588633606755,4.473460477017873,20.133361015859276,12.366239317294832,19.227709307287256,19.634089679627685,75.87864876819432,30.899347409148675,13.360379862906003,-57.967230035998924,37.03679937366695,1.2917858596639338,14.434831251480905,37.36986451871769,-11.377710459982913,-94.911404039865,32.56608036721491,-24.281515822291247,-42.77284663043169,20.02033529248648,-30.654662224173833,-154.85223401725352,-152.06975225511036,63.051410369094604,0.5190981071096366
5.8704931825888025,-30.31951042302407,-107.21100590865707,-5.490235794413884,-25.040134582202832,126.61511707335099,-11.156767354293926,-11.275779091468072,-167.50891776841075,-11.852998379559871,1.968739808129401,89.97117539924866,-6.909832330497117,13.500591628548046,135.95539847305596,4.512470787277472,20.133919219151068,12.327440042188616,19.241354250729174,19.625226468773377,75.85894065534414,30.959640037928466,13.352330608864895,-58.00088124526968,37.12047326574074,1.2756289379841554,14.391065069041366,37.329420459275866,-11.372803182109601,-94.90816399939277,32.522682999905825,-24.266012550697845,-42.733532250185995,20.067994220176217,-30.684048854023246,-154.94899720859263,-151.9124278561743,62.98030574118112,0.5715619558883247
5.897599975931264,-30.177176072905745,-106.58726946989967,-5.4635994620092845,-25.036341862865456,126.44665187741872,-11.060346145553822,-11.315120691016586,-167.27130894520457,-11.692050005766902,1.8895876398164457,90.02651826705065,-6.75602814080635,13.398774378531638,136.26581397113566,4.442237238149403,20.131945892806087,12.375201000213172,19.258510296296677,19.67852734380043,76.00575264393649,31.086168513180425,13.408845875813487,-57.893005782705416,37.037194892756986,1.3305914597601483,14.807845177704397,37.44294415924311,-11.364531790949004,-95.2221575807537,32.55097390970984,-24.168390293233195,-42.114723359129854,20.31333113300441,-30.702332201300813,-155.62344707561198,-152.0771632384862,63.055974348993374,0.5415785102248407
6.174357065897489,-30.049963010499994,-105.29233903387816,-5.229204944786453,-25.10899495734391,126.32736722136086,-10.915374961573654,-11.412337709225119,-166.49550741325808,-12.015317761694888,1.951867928810005,90.88911151355964,-6.940752676994961,13.401117041251569,137.610753537514,3.948339029150681,20.181686783858275,11.207029598483397,18.8935411707634,19.715862503412765,78.54348614072167,31.548707990660333,13.879720257320846,-57.015535670130994,37.465253381088715,1.8007555383716554,17.170899759255008,38.69992244440377,-11.099317186932529,-97.42723186607849,32.6596086347171,-23.744411654357037,-39.3502292121505,20.84545888630295,-30.518061377908523,-155.9591643297872,-152.11760456781548,63.07576709889824,0.5022422104216956
6.770707187373169,-29.7399510530909,-102.19632361546213,-4.871913683296064,-25.28406097942699,128.1944944121521,-10.921882094244069,-11.767902441103578,-165.48816896797584,-12.145283194740202,1.5862110817514807,92.64462171077368,-7.887904663255547,13.1427418546443,139.59144171714084,3.025402084908251,20.430882422684128,14.286727152689034,18.67734464105591,20.8438119275606,81.46548718935207,31.878353561681138,15.408368308146578,-56.572200846448006,37.32777034643995,3.1290019986949673,19.57057657832129,37.869798827163876,-9.44100845481483,-96.08507910880829,32.94441407984284,-22.820703338176273,-35.06423593784328,21.6595156301794,-29.659898048561438,-155.55555969527072,-152.3955983644676,63.21753048458915,0.4914155172190977
