X0,Y0,Theta0,X1,Y1,Theta1,X2,Y2,Theta2,X3,Y3,Theta3,X4,Y4,Theta4,X5,Y5,Theta5,X6,Y6,Theta6,X7,Y7,Theta7,X8,Y8,Theta8,X9,Y9,Theta9,X10,Y10,Theta10,X11,Y11,Theta11,X12,Y12,Theta12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.9209597456249128,-9.007479285095446,170.97932797254717,3.199408857451971,3.634261379877604,56.38320197999256,12.785407788811753,13.888516145152309,119.78528887215884,23.92515539037462,15.111738947087115,-8.690087420284435,37.69869435706552,9.145922885276635,60.84993695930798,45.73003017874622,-1.077485956116882,-65.30351615056748,48.15313188257194,-15.310817194909678,-8.774421508035433,44.69258067372944,-28.847125534249777,-131.8931630703793,0,0,0,0,0,0,6.818225020635587,-33.85841286282376,-109.77514143062061,-1.6010638424861199,-24.106260495523046,113.7590805813633,-140.84962758693877,57.97286579440815,0.5157095597675835
-1.9296171532586186,-9.00959654308921,170.93678756759678,3.201075203819215,3.716813004964828,56.509446588169986,12.77210847592277,13.91493842599984,119.76245350851036,23.89300604885711,15.101200361232888,-8.64255944586601,37.66534794222511,9.136657677169751,60.83408440273592,45.62111534331045,-1.077273368739748,-65.32387285492189,48.221179855984346,-15.337210605060047,-8.859181672003837,44.69093637546905,-28.86333504202087,-131.85560815634037,0,0,0,0,0,0,6.811803453032972,-33.87829439849811,-109.76941191551342,-1.6188693320642926,-24.09225671374932,113.85946009627838,-140.78900126738006,57.94449738277167,0.49058445297118053
-1.9361270670596795,-8.981004264391455,171.13846289843198,3.028620030862129,4.050562928237258,57.58387644565654,12.508807921505237,13.828292396621475,117.93050932249412,23.695479392985547,14.947385508018378,-7.379325138599322,37.71361011219811,9.098691591512654,61.09487481445919,45.78660953341826,-1.0299563468306046,-64.89701178502038,48.25263576905556,-15.36576090581822,-8.576747072112086,44.54904592689074,-28.808238322047202,-131.88122642524084,0,0,0,0,0,0,6.7372691876125685,-33.79715144795586,-109.7177434855282,-1.5565452999996197,-24.13024462964087,113.69371807066244,-140.78375818983443,57.98200745407024,0.4587288938538696
-2.0241257732244122,-8.951240888664309,171.06648575546612,2.3265690459494763,4.132237204236692,55.780385972804375,12.324516335306875,13.623993003277633,117.58278014189311,23.643113269568538,14.848057114695088,-6.735505922121224,37.372686574866975,9.04693354617865,60.885842926380086,45.46777311598794,-0.9905280898683086,-64.88362668520992,48.17424285724785,-15.351160636720042,-8.464720114030863,44.61284471424844,-28.84564226318382,-131.71795007988212,0,0,0,0,0,0,6.790695194585496,-33.86126186828598,-109.81451148324649,-1.6169408739404005,-24.0996533304988,113.6397319938062,-140.8439363355979,58.03233474662731,0.43443613621502314
-1.9409901316498832,-8.859442766633666,171.71833200000373,1.543272395854153,4.396005936481995,54.78979614582557,12.0765196842665,13.303500922658195,116.82077681987947,23.611507765398414,14.669610723993884,-6.135037074890012,37.36983214163051,8.956074616508054,61.14070519076412,45.413538084113526,-0.9834680329445424,-64.79228761957643,48.21856892285116,-15.349579869496598,-8.413525837155085,44.591151125191814,-28.823565239017178,-131.8073163196755,0,0,0,0,0,0,6.774474022461781,-33.76725251921183,-109.84747609999658,-1.502364842612053,-24.100335476103414,113.28429959033369,-140.7168000913218,57.99775813802017,0.44542973242241635
-1.975783778357794,-8.813765749984032,171.7552125033991,1.4852835992190876,4.516627291299216,55.49626823658145,12.042721474433499,13.265465394250857,116.37789315448403,23.5308847318639,14.660364466238676,-5.963845964235488,37.21869827064144,8.955351065365686,61.04824466449165,45.39723251451754,-0.9710548214517054,-64.69187137042975,48.22678001548054,-15.337814164556164,-8.408433439292164,44.84284884859136,-28.920920555270897,-131.71865632629073,0,0,0,0,0,0,6.745460557987052,-33.729355760871634,-109.7627002916636,-1.492484515620518,-24.068026702496287,113.29854647548079,-140.7005069969653,57.960524126776775,0.5035852912162075
-1.9764851943888218,-8.851347942512515,171.8806149938935,1.9055647477504323,4.272286092005826,55.86977024380756,12.25154903135499,13.492350059008498,116.43114645875703,23.649573507376687,14.751598781280087,-6.390249680205486,37.455038862666726,9.007523173838228,60.953557576336394,45.66227757884779,-0.9797788681525894,-64.75785952925878,48.27508071828696,-15.347389772140389,-8.401084066616574,44.639877984446045,-28.81673594951485,-131.74300932530863,0,0,0,0,0,0,6.777495654930064,-33.79401137836229,-109.91026931012243,-1.4711218028207327,-24.09520971912818,113.56037708939029,-140.84695498521762,58.01809432153167,0.46046957579387465
-2.009571624213919,-8.83210542888444,172.01780095011077,1.8383266537139988,4.241156293242655,55.57118444078237,12.175034206314393,13.493297240317414,116.38662171430327,23.56638731645264,14.759169529326812,-6.538446125227122,37.36421349057356,9.025300022076939,60.952695177368355,45.339778971424266,-0.9369178477076572,-64.85097094392275,48.18523945920809,-15.311631042065233,-8.365057500219594,44.64536168137094,-28.804392653121184,-131.7318073924768,0,0,0,0,0,0,6.77460133640831,-33.780004696027724,-109.83865700847484,-1.5227361205935637,-24.046446114853488,113.53722452290164,-140.85702872815102,57.98914508683301,0.5257614203613946
-2.0213368364157347,-8.829839938953356,172.0408975875965,1.848034983086741,4.226652759058528,55.541835733761936,12.15717162208589,13.482972387061206,116.39629318825732,23.6853811004191,14.778118603614242,-6.350183921037232,37.47266848765193,9.070696889991659,60.862209884370685,45.47359440199993,-0.9470739964356572,-64.77923964212981,48.18919519056375,-15.315145539015191,-8.384387168389305,44.79923304898263,-28.881094365086433,-131.64489885192194,0,0,0,21.28769566033489,-37.40998079753684,-179.58842099660816,6.756651579082828,-33.77844575309885,-109.85218393324736,-1.5503479039974124,-24.034820523545193,113.49519211293565,-140.87005590765182,57.98757336747756,0.49232461673280603
