X0,Y0,Theta0,X1,Y1,Theta1,X2,Y2,Theta2,X3,Y3,Theta3,X4,Y4,Theta4,X5,Y5,Theta5,X6,Y6,Theta6,X7,Y7,Theta7,X8,Y8,Theta8,X9,Y9,Theta9,X10,Y10,Theta10,X11,Y11,Theta11,X12,Y12,Theta12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.876873197624924,2.1367480845770395,98.24320459315129,35.236150346956144,5.895861006359519,-0.1917190582489504,46.80684625821197,2.4161239909758505,42.29288166356488,52.224215950413885,-8.610277238997522,-69.28020106821232,52.798652854855725,-22.589794579731844,-4.098234820784242,0,0,0,0,0,0,0,0,0,13.180876123920129,-27.637869732633902,-116.27359859110288,5.82691474861614,-23.63112578719481,123.90625558261836,1.5581387018685007,-10.935366673215007,178.64219275855987,9.539807791789059,-3.0971305498332686,45.30752257997155,-135.7557383776852,60.21331016914288,0.40110071085577
22.952872817103497,2.1004181302495555,98.28155481319813,35.11927999483053,5.870122309372123,-0.03865005637264918,46.880372179566116,2.3905643556966405,42.27386028781015,52.28397162957736,-8.636922690978281,-69.33232067272178,52.88624996383215,-22.63600196384365,-4.102739188362913,0,0,0,35.76454797761543,-35.00429914022382,-79.48445223635933,24.559956499023038,-34.791792063950815,144.73738153638462,12.228385348834557,-27.34042031458712,-110.45618565001146,4.365773558624987,-23.94413449502938,121.96665725915858,1.3984950952041615,-10.85541688095556,176.39162977719846,9.207648836891899,-2.926193018405373,45.829101047667315,-135.9080457518129,60.34125966079777,0.49443464973676104
22.98954717152518,2.107102259670234,98.24641159813216,34.985563726790424,5.8972116357371736,-0.05248971000669603,46.8611653689179,2.411050641681272,42.340026759105164,52.21804836570214,-8.603063446672579,-69.2461126897916,52.853090787402145,-22.60679983640562,-4.177685447820712,0,0,0,38.39211287965927,-36.68238119165523,-80.50515002706263,25.34544096102362,-35.138310551967706,144.33534885816593,12.216838797737807,-27.31449398770124,-110.56426310586598,4.348449045786985,-23.898689777351095,121.97716208827075,1.5253441201327647,-10.919023332555337,176.6458937715317,10.441321938815364,-3.2429165484174955,41.95036820211601,-135.7170441034076,60.22031973543696,0.4583686542378505
22.982510345950047,2.1258981146054845,98.27300911427129,35.10838566512705,5.9218042140218685,0.16572456239641137,46.67848258727502,2.4536883279248,42.277746753048135,52.20909045114106,-8.572799391617238,-69.25631496360961,52.9151265628552,-22.60479227740395,-4.073577282757707,0,0,0,35.62786179045718,-34.954325224143055,-78.72406751502852,25.91562772077085,-36.11839337670692,143.6564240692214,12.216311680602956,-27.342299354864174,-110.55979578739546,4.313086237112515,-23.883913339791874,122.0557523085125,1.4492406847926418,-10.870554555051552,176.75083699036335,9.509614634473671,-2.98271971631055,45.258205429998135,-135.63353515710816,60.13052875547511,0.512693027165682
22.970148701832926,2.1218493200428297,98.23636855718284,35.18499838897019,5.8999113424281955,0.030190384717397097,46.728791115052196,2.4341802330866527,42.30096513505362,52.271111888194135,-8.600758802037678,-69.2632141087734,52.84711352192,-22.59704932841496,-4.1283202674136446,0,0,0,35.74463163077568,-35.02540304753897,-78.93645694182813,24.82674873556563,-35.003394116069536,144.03317507237043,12.226958958043284,-27.339848943971077,-110.45540201915959,4.331518351730779,-23.90654429496317,121.95179206455482,1.524886147331813,-10.916152810867942,176.8748039190218,10.179397146482337,-3.1667405346886905,43.214070705380436,-135.87542836033683,60.259991142383164,0.45679973237650534
22.928721339064246,2.1108093527600174,98.25591555938269,35.111746241494735,5.8774025099607154,-0.006260268667217655,46.824293489300395,2.401087347789077,42.29465651999738,52.22536792498213,-8.616747712037746,-69.3058095814901,52.83405972196913,-22.613145087708038,-4.126575655752152,0,0,0,35.7384051597866,-35.03935268010909,-78.92212757045449,24.70127536751665,-34.98480803775017,144.2628762463113,12.202445698836996,-27.329236593467087,-110.39285531954873,4.363761271386593,-23.939494464095617,121.90775510416917,1.3952696724746545,-10.852487734754899,176.4246287334213,9.296224938792612,-2.95024871743696,39.62632568632872,-135.6922745129643,60.207090261018365,0.5503887056487126
23.003309273653258,2.1038594287368033,98.23306232002943,35.234735637145654,5.8825456079955,-0.20280306449583213,46.77002335269176,2.4121237761320717,42.28038132404194,52.22535227078723,-8.612900557849333,-69.31924123046134,52.71224342356182,-22.56760888749085,-4.097310882935302,0,0,0,35.33341137367322,-35.15542875374968,-78.61789533754362,24.70127536751665,-34.98480803775017,144.2628762463113,12.209172596945933,-27.331723594993527,-110.4281560941136,4.305754886450195,-23.8927235325445,121.98665331416241,1.4508431030923319,-10.878630356048799,176.4258718096083,10.187670372722017,-3.1785613693700796,40.30926940705944,-135.74035207990346,60.2339297889695,0.44780750605687725
22.90110947517384,2.122599581833926,98.35964254532664,35.08891737644041,5.902144609972176,0.02052727411901049,46.84031950816961,2.419036751339809,42.2742827927325,52.221579655190745,-8.60436191360603,-69.27267990043188,52.77057098986335,-22.581369167079593,-4.098852382030483,0,0,0,34.78519367024386,-34.91959414952868,-78.51039777550498,24.70127536751665,-34.98480803775017,144.2628762463113,12.209973822174199,-27.330927160317238,-110.51827915058739,4.319809747095356,-23.908446418137245,121.97962775924837,1.4407014994990988,-10.874505547915316,176.7290174875814,10.339106884696172,-3.2140071698722217,40.34915157813938,-135.67792999342853,60.18154990686601,0.43942546960870976
22.903917125105167,2.1287880986470533,98.28960445051688,35.234368619067006,5.9023333492134284,0.03464391881395316,46.72938576912612,2.441921851313616,42.21583501142557,52.26084780495852,-8.583176513953319,-69.2437282750404,52.821662100554924,-22.568970392843216,-3.9033003783190856,0,0,0,35.784712032808166,-35.06379116248766,-79.43130285401527,24.580623149892844,-34.852148391217526,144.2628247608982,12.19229864915794,-27.312941346967243,-110.52556191489721,4.305264326794003,-23.887958180042368,121.93858989390053,1.4165640683521161,-10.85867160023514,176.55591186487067,10.407073465035644,-3.225125624676531,40.50089252448511,-136.00833422206466,60.32446376433026,0.4654886163876918
